Var1,media,varianza,asimetria,curtosis,entropia,contraste,correlacion,energia,homogeneidad
imagen1,83.890625,9466.63112745098,1.69855711746567,7.04404984036658,0.851806188748632,0.0139198388229189,0.994202731412983,0.901224201618262,0.997730786059184
imagen2,83.8671875,59045.1666053922,4.19115012770168,23.3521611455235,0.967661552439695,0.00754226084669627,0.99435886223062,0.902242345085912,0.99830999662649
imagen3,69.96875,10482.2107843137,1.21103380709644,3.27941437640583,0.999955971993497,0.00333907064881759,0.993949390744015,0.917516199589635,0.998833556016315
imagen4,33.515625,2414.7056372549,2.49157769435163,13.1023713109211,0.935455764557577,0.00719003820441593,0.992016297268987,0.959530528429236,0.998658657906498
imagen5,31.53125,2021.6068627451,1.48923154971076,4.3746940277015,0.972305100656847,0.00678615624126781,0.989733299152629,0.961861964353283,0.998876174956031
imagen6,100.1015625,16955.2445465686,1.14183024570096,3.56072539868775,0.984047163704568,0.00829836545212472,0.995753450616223,0.883347111942129,0.998040624576844
imagen7,129.9765625,27044.4072916667,1.08945275039736,2.84913682145559,0.851806188748632,0.0181324216245917,0.99515188928899,0.850431400252761,0.997509679693202
imagen8,88.37109375,14708.2892003676,1.65530862735987,5.20189749539289,0.908910327410359,0.0154414406375699,0.993368414657628,0.896395645570935,0.998130323943078
imagen9,93.66015625,9485.08797487745,1.07107391895296,3.52707085491688,0.805027955573304,0.0115106359497214,0.99462144070643,0.890437209498158,0.998041172478731
imagen10,108.78125,17184.6656862745,1.34556623554318,4.0958030528499,0.846354101358432,0.0172589094717365,0.994184672714199,0.873381398037517,0.997876505598048
imagen11,85.234375,15129.1683823529,1.84464674092877,7.02774119486692,0.990071000342868,0.00840168409386029,0.993780966824172,0.899792864063282,0.998114865282667
imagen12,75.875,25896.9882352941,3.40552457176643,16.7305837220987,0.995592754452794,0.00911552198221511,0.995240102545941,0.911025669149597,0.998440514683379
imagen13,41.8671875,9897.19797794118,3.50358939163514,15.6312447601968,0.935455764557577,0.0130322377643724,0.993884970662913,0.950003568365733,0.998641066342309
imagen14,69.359375,63831.125245098,5.25748244930113,31.494289947513,0.957265876631391,0.0238431247314302,0.993567004897499,0.918789482650868,0.998513986649308
imagen15,69.16796875,70139.8579503676,6.0556319182236,44.1697568289196,0.985687679358613,0.0256887713769792,0.993029678033346,0.918881924017499,0.998302443407605
imagen16,87.05078125,34455.4523131127,2.79905893461875,10.4816736019446,0.972305100656847,0.0208140100078193,0.994855642759339,0.898224735526646,0.997862925458395
imagen17,87.13671875,11897.6400582108,2.04929961626281,7.54287493814442,0.798659130358246,0.0126142668955331,0.995815679172391,0.897731444242568,0.997758963870567
imagen18,151.73046875,55305.1074601716,2.36115206526549,8.54774138857001,0.811278124459133,0.0172636057736336,0.996714062905533,0.827063842984744,0.996706880428911
imagen19,151.765625,119091.905637255,3.9147760670706,19.7117546001705,0.712453444966878,0.0239088729579892,0.996586982372027,0.828772907335425,0.997308404021064
imagen20,37.1953125,1874.98915441176,1.2098337679194,3.97021767203116,0.912999213585247,0.00903098854806782,0.989789239276409,0.955147649796544,0.998695641283937
imagen21,51.3203125,4554.74405637255,1.5016279354451,4.99770755233891,0.954434002924965,0.0091812702087741,0.992850662633524,0.93867277080448,0.998317354166128
imagen22,125.8515625,33358.4563112745,1.81578202694761,5.69645915254816,0.857148437428372,0.0132858380668143,0.996401209232181,0.855025995813147,0.997679165874166
imagen23,89.6953125,15360.2832720588,1.62556749787713,5.17558644629408,0.972305100656847,0.0152723737692754,0.994448510767738,0.894974461206125,0.998107244973755
imagen24,70.28515625,8604.58111213235,1.51792832975743,4.99801653330501,0.912999213585247,0.0136474533128888,0.992760722885884,0.916647428643169,0.997825259999014
imagen25,96.0234375,20198.1170955882,1.38943482497886,3.79541111025643,0.994666088672555,0.0120601032716787,0.993956816145044,0.887892304908065,0.998004267372991
imagen26,76.9609375,9513.44944852941,1.47982476675088,4.61479767698146,0.924669105974498,0.00895115141581761,0.994739260259325,0.909293991593654,0.998001919222042
imagen27,27.2578125,4016.41170343137,2.80800927061554,11.4097605844187,0.896038232534557,0.002376328759918,0.987431396764211,0.967037482865406,0.999343691809884
imagen28,98.72265625,20936.7267003676,1.40522424591997,3.79696395014202,0.978584485319995,0.0100500860597323,0.995678031746562,0.885107010967825,0.998126018999672
imagen29,40.35546875,4056.12020526961,1.65928650945703,4.89105159830454,0.999603715686848,0.00525516182282262,0.991308316100118,0.951549040137987,0.998916445744798
imagen30,28.7578125,2922.15287990196,3.80981236656954,21.2351895972297,0.935455764557577,0.0188838299281231,0.985317202756056,0.964989968186027,0.998541364971201
imagen31,197.98828125,55241.666528799,1.0495040235379,3.16520759080465,0.900430489045656,0.0170804499996478,0.993226810520154,0.778254987572016,0.997175733492471
imagen32,198.84375,57090.4303921569,1.17506290738619,3.71311582943962,0.900430489045656,0.0173857096229574,0.994792360379408,0.776974174042902,0.996839847271789
imagen33,131.34375,14754.7990196078,0.553859230559933,2.76808333910717,0.785560292253547,0.0225281602002503,0.993018863357173,0.848173208991901,0.997501570186176
imagen34,19.9921875,501.780330882353,0.897136833026338,2.95627375884034,0.877437311089633,0.00720882341200422,0.989033548354964,0.975649856972395,0.999181043220849
imagen35,85.328125,7475.86053921569,0.573341306835031,2.14681262546543,0.872525361916987,0.0105431977589247,0.994106432306863,0.899561782834288,0.997916949702719
imagen36,77.890625,15746.5605392157,2.30030793827828,7.8039133080715,0.862381784358512,0.0195929715145808,0.994389978067383,0.908287741960734,0.997827803829208
imagen37,90.09375,21156.7754901961,1.91887205813653,6.02736380323899,0.945373208700341,0.0131496453117992,0.994834256809126,0.894740191140647,0.998095140814699
imagen38,26.98828125,5290.45084252451,3.37694443371781,14.1994350592955,0.928362072394868,0.00364433027212721,0.985458186348905,0.967334279238082,0.999248630832318
imagen39,41.19140625,9700.70439644608,3.54037412947329,16.0510830570076,0.996430823440479,0.00376643412145106,0.991404607657854,0.9507658287683,0.999087547677248
imagen40,44.28515625,3138.62032781863,1.21841611938985,3.61141929525722,0.942163169083551,0.00650437812744354,0.993541221288616,0.946942412070477,0.998741117140641
imagen41,58.890625,14102.1526960784,2.2023959114926,6.60128866107648,0.996430823440479,0.00870694371716991,0.992848835711576,0.930156927240083,0.998536123562834
imagen42,18.92578125,720.147411151961,1.26838443823804,3.50486092484884,0.988699408288497,0.00526455442661676,0.986051011472524,0.976925786344007,0.99929367619468
imagen43,51.55078125,5369.83270526961,1.82487030630502,5.75681203750889,0.924669105974498,0.0146101952017884,0.990133964451477,0.93837473018479,0.998462000264558
imagen44,52.21484375,5577.68307291667,1.82346905100091,5.80474956073686,0.945373208700341,0.0156574705248352,0.989934094954406,0.937563360202817,0.998353750505831
imagen45,29.046875,2873.80955882353,2.6333057681955,11.233252461275,0.970029249421456,0.0113274801757356,0.99007724772361,0.964881850156149,0.998795202884156
